Date,Market,Brand,Store_ID,store,Channel,Sales,sales_LY,transactions,transactions_LY,budget,budget_LY,Average_Check,Average_Check_LY,Average_Check_Variance,Transactions_Variance,Sales_Variance,Home_Delivery_Channel_Aggregators_Sales,Home_Delivery_Channel_Americana_Assets_App_Sales,Home_Delivery_Channel_Americana_Assets_Web_Sales,Home_Delivery_Channel_Call_Center_Sales,Transactions_1,Home_Delivery_Channel_Aggregators_Transactions,Home_Delivery_Channel_Americana_Assets_App_Transactions,Home_Delivery_Channel_Americana_Assets_Web_Transactions,Home_Delivery_Channel_Call_Center_Transactions,Digital_Channel_App_HD_sales,Digital_Channel_App_Pickup_sales,Digital_Channel_Careem_sales,Digital_Channel_Chefz_sales,Digital_Channel_Chocofood_sales,Digital_Channel_ContactCenter_sales,Digital_Channel_Deliveroo_sales,Digital_Channel_Eat_easily_sales,Digital_Channel_Elmenus_sales,Digital_Channel_HungerStation_sales,Digital_Channel_Jahez_sales,Digital_Channel_Keeta_sales,Digital_Channel_Kiosk_sales,Digital_Channel_Mrsool_sales,Digital_Channel_Ninja_sales,Digital_Channel_Noon_sales,Digital_Channel_Others_sales,Digital_Channel_RAFEEQ_sales,Digital_Channel_Snoonu_sales,Digital_Channel_Talabat_sales,Digital_Channel_TMDONE_sales,Digital_Channel_ToYou_sales,Digital_Channel_Web_sales,Digital_Channel_Wolt_sales,Digital_Channel_Yandex_sales,Digital_Channel_Zomato_sales,Digital_Channel_App_HD_Transactions,Digital_Channel_App_Pickup_Transactions,Digital_Channel_Careem_Transactions,Digital_Channel_Chefz_Transactions,Digital_Channel_Chocofood_Transactions,Digital_Channel_ContactCenter_Transactions,Digital_Channel_Deliveroo_Transactions,Digital_Channel_EatEasily_Transactions,Digital_Channel_Elmenus_Transactions,Digital_Channel_HungerStation_Transactions,Digital_Channel_Jahez_Transactions,Digital_Channel_Keeta_Transactions,Digital_Channel_Kiosk_Transactions,Digital_Channel_Mrsool_Transactions,Digital_Channel_Ninja_Transactions,Digital_Channel_Noon_Transactions,Digital_Channel_Others_Transactions,Digital_Channel_RAFEEQ_Transactions,Digital_Channel_Snoonu_Transactions,Digital_Channel_Talabat_Transactions,Digital_Channel_TMDONE_Transactions,Digital_Channel_ToYou_Transactions,Digital_Channel_Web_Transactions,Digital_Channel_Wolt_Transactions,Digital_Channel_Yandex_Transactions,Digital_Channel_Zomato_Transactions,month_index,month_date,Event_Index,Sales_z,Sales_LY_z,Transactions_z,Transactions_LY_z,Average_Check_z,Average_Check_LY_z,Budget_z,Budget_LY_z,Sales_std,Sales_LY_std,Transactions_std,Transactions_LY_std,Average_Check_std,Average_Check_LY_std,Sales_std_1,Sales_LY_std_1,Transactions_std_1,Transactions_LY_std_1,Average_Check_std_1,Average_Check_LY_std_1,Budget_std,Budget_LY_std,Average_Check_Variance_z,Transactions_Variance_z,Sales_Variance_z,Sales_rolling_mean,Sales_LY_rolling_mean,Transactions_rolling_mean,Transactions_LY_rolling_mean,Average_Check_rolling_mean,Average_Check_LY_rolling_mean
2025-10-12,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,1144.05,,69,,1658.29,1736.89,16.58,,,,,0.0,0.0,0.0,0.0,69,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.018381611462718314,,-0.2531999269740628,,1.0620527170453382,,0.1469979140162307,0.011317340158859013,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,943.9357142857143,,75.28571428571429,,13.041904761904762,
2025-10-12,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,1068.62,,114,,795.62,521.15,9.37,,,,,1068.62,0.0,0.0,0.0,114,114,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,0.11170026470271424,,0.3076126997937557,,-0.6037892690768301,,0.17359276455146036,-0.16399272510169283,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,813.2457142857144,,67.85714285714286,,12.673333333333334,
2025-10-13,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,292.99,,25,,67.38,,11.7975,,,,,292.99,0.0,0.0,0.0,25,25,0,0,0,0.0,0.0,50.78,0.0,0.0,0.0,115.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,2.607195576588568,,3.5286399281523364,,-0.47172034155214476,,-0.15702824644481908,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,763.5314285714285,,64.85714285714286,,12.368690476190476,
2025-10-13,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,565.79,,50,,1238.39,1462.3,11.32,,,,,0.0,0.0,0.0,0.0,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.6269808288737168,,-0.5364850384178875,,-0.5628800159481626,,-0.3506419747516199,-0.3123359878795952,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,807.4214285714286,,69.0,,12.212023809523808,
2025-10-13,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,919.66,,105,,594.16,438.76,8.76,,,,,919.66,0.0,0.0,0.0,105,105,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,-0.08184178609474027,,0.17888560185458532,,-0.8461061044294362,,-0.2741353221299741,-0.41283449743791384,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,775.0271428571428,,73.71428571428571,,11.189166666666667,
2025-10-14,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,174.53,,14,,65.58,,12.546666666666667,,,,,174.53,0.0,0.0,0.0,14,14,0,0,0,0.0,0.0,35.53,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,1.0058481774553236,,1.355397715639794,,-0.3203130271071367,,-0.18899214531707853,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,626.0185714285714,,56.714285714285715,,11.674404761904762,
2025-10-14,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,399.11,,43,,1382.17,1126.59,9.28,,,,,0.0,0.0,0.0,0.0,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.8024059275457072,,-0.6408532373708755,,-1.1930820644855664,,-0.18024268156981096,-0.7080301455539075,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,652.1071428571428,,60.0,,11.379166666666666,
2025-10-14,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,1280.54,,119,,663.14,338.03,10.76,,,,,1280.54,0.0,0.0,0.0,119,119,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,0.3870455346073638,,0.3791277542044059,,-0.05162467704384127,,-0.12083301189823902,-0.7170684060121043,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,671.6057142857143,,67.14285714285714,,10.547738095238094,
2025-10-15,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,269.95,,19,,72.62,,13.582499999999998,,,,,269.95,0.0,0.0,0.0,19,19,0,0,0,0.0,0.0,7.52,0.0,0.0,0.0,102.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,2.2957398609374624,,2.343235084963677,,-0.1109700995708249,,-0.06397778528335236,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,557.51,,53.57142857142857,,11.14952380952381,
2025-10-15,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,1035.99,,114,,688.28,335.87,9.09,,,,,1035.99,0.0,0.0,0.0,114,114,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,0.06930447309744489,,0.3076126997937557,,-0.7150166689108131,,-0.06496145377667019,-0.7235922344894222,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,663.6528571428571,,66.28571428571429,,10.762738095238095,
2025-10-15,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,522.6,,39,,1434.57,1119.41,13.4,,,,,0.0,0.0,0.0,0.0,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.6724368524616893,,-0.7004922082011544,,0.07967893550173913,,-0.11814139514105337,-0.716493057150528,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,657.4828571428571,,64.71428571428571,,11.059880952380952,
2025-10-16,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,445.56,,26,,71.3,,14.613333333333335,,,,,445.56,0.0,0.0,0.0,26,26,0,0,0,0.0,0.0,8.3,0.0,0.0,0.0,220.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,4.66964342975216,,3.726207402017113,,0.09736232308598872,,-0.08741797778967612,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,589.7542857142856,,53.42857142857143,,11.896071428571428,
2025-10-16,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,819.41,,116,,712.97,366.13,7.06,,,,,819.41,0.0,0.0,0.0,116,116,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,-0.21209548233832798,,0.3362187215580158,,-1.521415317707192,,-0.010089983210976554,-0.6321982299877346,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,681.88,,68.0,,11.112261904761905,
2025-10-16,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,859.53,,59,,1486.02,1220.25,14.57,,,,,0.0,0.0,0.0,0.0,59,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.3178293500885567,,-0.40229735404975997,,0.4411183456923088,,-0.0571659908135803,-0.5976351176793249,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,747.6542857142857,,70.28571428571429,,11.867976190476188,
2025-10-17,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,270.43,,19,,94.01,,11.840000000000002,,,,,270.43,0.0,0.0,0.0,19,19,0,0,0,0.0,0.0,15.56,0.0,0.0,0.0,153.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,2.302228521680194,,2.343235084963677,,-0.4631310500763986,,0.31585987964866474,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,603.3528571428571,,56.0,,12.022261904761905,
2025-10-17,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,1135.32,,121,,922.61,392.06,9.38,,,,,1135.32,0.0,0.0,0.0,121,121,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,0.19836282369969485,,0.40773377596866606,,-0.5998168619399015,,0.4558174728194806,-0.5538820853503003,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,726.9771428571429,,70.57142857142857,,11.421904761904761,
2025-10-17,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,705.63,,51,,1922.97,1306.65,13.84,,,,,0.0,0.0,0.0,0.0,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.47980392823602086,,-0.5215752957103178,,0.21560486753921818,,0.46068051882469646,-0.4957972956809912,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,679.7828571428572,,61.57142857142857,,12.100476190476192,
2025-10-18,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,331.94000000000005,,25,,118.83,,15.52,,,,,331.94000000000005,0.0,0.0,0.0,25,25,0,0,0,0.0,0.0,16.6,0.0,0.0,0.0,172.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,3.1337233597747907,,3.5286399281523364,,0.28060054123523026,,0.7566065296539317,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,652.5457142857142,,59.57142857142857,,12.403333333333334,
2025-10-18,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,574.42,,41,,2094.92,1590.02,14.01,,,,,0.0,0.0,0.0,0.0,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.61789804388728,,-0.670672722786015,,0.2681217049173351,,0.6644651791572327,-0.16179517045335476,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,670.9542857142858,,61.714285714285715,,12.317142857142857,
2025-10-18,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,2162.94,,176,,1005.11,477.08,12.29,,,,,2162.94,0.0,0.0,0.0,176,176,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2162.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,1.5335379192990526,,1.1943993744858183,,0.5561536149061387,,0.6391668580632924,-0.29709694778475215,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,862.8871428571429,,70.28571428571429,,13.064285714285717,
2025-10-19,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,344.64,,26,,69.39999999999999,,12.96,,,,,344.64,0.0,0.0,0.0,26,26,0,0,0,0.0,0.0,16.6,0.0,0.0,0.0,192.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,3.3054025085928904,,3.726207402017113,,-0.23677795706851157,,-0.1211576488215057,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,789.3314285714287,,65.57142857142857,,12.834285714285715,
2025-10-19,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,1914.52,,177,,795.62,511.26,10.82,,,,,1914.52,0.0,0.0,0.0,177,177,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1914.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,1.210768610363072,,1.2087023853679484,,-0.02779023422227322,,0.17359276455146036,-0.1938634027131168,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,1024.2014285714286,,88.14285714285714,,12.688571428571427,
2025-10-19,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,848.22,,45,,1658.29,1703.95,18.85,,,,,0.0,0.0,0.0,0.0,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.32973274501284394,,-0.6110337519557361,,1.763306957329607,,0.1469979140162307,-0.027508329478005744,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,983.1871428571429,,77.28571428571429,,14.04142857142857,
2025-10-20,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,209.54,,20,,63.010000000000005,,10.015,,,,,209.54,0.0,0.0,0.0,20,20,0,0,0,0.0,0.0,27.49,0.0,0.0,0.0,101.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,1.4791148703782924,,2.5408025588284535,,-0.831965331093715,,-0.2346294898180267,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,912.3171428571429,,72.85714285714286,,13.495,
2025-10-20,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,1315.0,,137,,594.16,428.54,9.6,,,,,1315.0,0.0,0.0,0.0,137,137,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,0.4318190246079028,,0.6365819500827468,,-0.5124239049274865,,-0.2741353221299741,-0.44370187106670583,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,1052.7542857142857,,88.85714285714286,,12.649285714285714,
2025-10-20,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,438.36,,38,,1238.39,1428.23,11.54,,,,,0.0,0.0,0.0,0.0,38,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.7610966215529329,,-0.7154019509087242,,-0.49491704992942337,,-0.3506419747516199,-0.35249356421620653,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,1033.317142857143,,88.42857142857143,,12.296428571428569,
2025-10-21,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,HD,263.21000000000004,,27,,79.83000000000001,,9.705,,,,,263.21000000000004,0.0,0.0,0.0,27,27,0,0,0,0.0,0.0,30.86,0.0,0.0,0.0,106.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.112894482655478,2025-10-01,1.1128944826554783,2.2046282496749434,,3.9237748758818896,,-0.8946166336226838,,0.0640553874216428,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,106.11491234687415,,7.091587237515976,,3.0613044688061355,,24.084025293803318,,,,,761.9271428571428,,67.14285714285714,,11.927142857142856,
2025-10-21,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Dine In,673.16,,58,,1382.17,1106.54,11.61,,,,,0.0,0.0,0.0,0.0,58,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1.0684345919066867,2025-10-01,1.0684345919066869,-0.5139775120725911,,-0.4172070967573297,,-0.4732924698325516,,-0.18024268156981096,-0.7316626493856967,264.2282231770431,,19.33871688800255,,2.119641814880491,,264.2282231770431,,19.33871688800255,,2.119641814880491,,312.67757364406145,581.3007269491897,,,,808.8585714285713,,71.71428571428571,,11.734285714285715,
2025-10-21,UAE,Peets Coffee,135118,PEETS MEADOWS TOWN CENTRE,Take Out,1087.47,,122,,663.14,332.01,8.91,,,,,1087.47,0.0,0.0,0.0,122,122,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,1.349516380333701,2025-10-01,1.349516380333701,0.13619185746273066,,0.4220367868507961,,-0.7865199973755165,,-0.12083301189823902,-0.7352505576016667,357.53708520692936,,29.735508397367706,,1.3377964416303603,,357.53708520692936,,29.735508397367706,,1.3377964416303603,,152.5581346207377,174.41729762794924,,,,690.7085714285714,,63.857142857142854,,11.46142857142857,
