Date,Store_ID,Store,Market,Country_ID,Brand,Channel,Home_Delivery_Channel,Digital_Channel,Sales,Sales_LY,Sales_Variance,Transactions,Transactions_LY,Transactions_Variance,Average_Check,Average_Check_LY,Average_Check_Variance,Budget,Budget_LY,Budget_Variance,Budget_Transactions,Budget_Transactions_LY,Budget_Transactions_Variance,Budget_Average_Check,Budget_Average_Check_LY,Budget_Average_Check_Variance
2025-04-19,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1073.23,,,96,,,11.18,,,1367.51,,,95,,,14.39,,
2025-04-25,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1109.98,,,93,,,11.94,,,1263.2,,,92,,,13.73,,
2025-06-01,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1723.49,,,149,,,11.57,,,1172.64,,,85,,,13.8,,
2025-07-08,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1394.02,,,129,,,10.81,,,754.09,,,57,,,13.23,,
2024-01-06,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,4014.96,,,285,,,14.09,,,3442.59,,,240,,,14.34,,
2024-01-30,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1357.37,,,104,,,13.05,,,1423.34,,,112,,,12.71,,
2024-01-13,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1364.09,,,112,,,12.18,,,2050.51,,,158,,,12.98,,
2024-01-25,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2665.31,,,204,,,13.07,,,2756.6,,,188,,,14.66,,
2024-05-28,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2761.41,,,197,,,14.02,,,2722.85,,,196,,,13.89,,
2024-04-07,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2364.31,,,166,,,14.24,,,2821.22,,,196,,,14.39,,
2023-05-26,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,3852.58,,,309,,,12.47,,,1442.31,,,172,,,8.39,,
2024-02-28,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3341.48,,,206,,,16.22,,,2235.97,,,234,,,9.56,,
2024-03-23,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3068.42,,,203,,,15.12,,,3263.56,,,223,,,14.63,,
2024-05-23,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2578.78,,,195,,,13.22,,,3124.53,,,210,,,14.88,,
2024-11-27,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1210.33,,,115,,,10.52,,,40.53,,,3,,,13.51,,
2025-05-04,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1384.82,,,108,,,12.82,,,1197.15,,,88,,,13.6,,
2023-05-28,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,4028.91,,,331,,,12.17,,,1204.86,,,152,,,7.93,,
2024-01-10,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2809.81,,,193,,,14.56,,,2639.07,,,186,,,14.19,,
2024-02-25,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,4046.75,,,248,,,16.32,,,2918.18,,,214,,,13.64,,
2024-04-06,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2662.79,,,183,,,14.55,,,3033.78,,,200,,,15.17,,
2024-04-01,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,1970.45,,,154,,,12.8,,,2212.69,,,152,,,14.56,,
2024-01-26,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2856.49,,,187,,,15.28,,,3272.31,,,225,,,14.54,,
2024-01-26,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2942.9,,,210,,,14.01,,,2796.92,,,215,,,13.01,,
2024-06-19,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2777.64,,,179,,,15.52,,,3079.78,,,216,,,14.26,,
2024-03-09,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3913.39,,,234,,,16.72,,,4392.54,,,304,,,14.45,,
2024-03-09,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2411.96,,,176,,,13.7,,,2541.82,,,197,,,12.9,,
2024-05-19,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2451.49,,,187,,,13.11,,,3510.83,,,249,,,14.1,,
2024-04-27,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3517.84,,,236,,,14.91,,,3475.14,,,244,,,14.24,,
2024-11-09,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1679.29,,,130,,,12.92,,,52.38,,,4,,,13.09,,
2025-06-20,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1601.25,,,135,,,11.86,,,1240.2,,,90,,,13.78,,
2025-05-18,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1414.96,,,106,,,13.35,,,1145.22,,,84,,,13.63,,
2025-08-19,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1648.77,,,85,,,19.4,,,809.31,,,61,,,13.27,,
2023-04-04,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1651.53,,,142,,,11.63,,,747.51,,,104,,,7.19,,
2023-05-04,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1359.4,,,114,,,11.92,,,1446.26,,,172,,,8.41,,
2023-05-04,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1769.55,,,158,,,11.2,,,1446.26,,,172,,,8.41,,
2024-04-26,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2654.64,,,185,,,14.35,,,3231.72,,,220,,,14.69,,
2024-05-03,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2609.53,,,173,,,15.08,,,3741.06,,,254,,,14.73,,
2025-01-04,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,Dine In,Non HD,Others,1889.71,,,107,,,17.66,,,849.26,,,53,,,16.02,,
2025-03-31,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1718.21,,,106,,,16.21,,,1362.56,,,94,,,14.5,,
2023-04-20,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2311.94,,,219,,,10.56,,,1384.29,,,169,,,8.19,,
2023-11-07,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2114.76,,,171,,,12.37,,,832.7,,,111,,,7.5,,
2024-03-22,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2641.33,,,201,,,13.14,,,3129.37,,,214,,,14.62,,
2024-02-12,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1853.42,,,155,,,11.96,,,1335.65,,,105,,,12.72,,
2024-02-12,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2384.79,,,204,,,11.69,,,1972.83,,,154,,,12.81,,
2024-11-11,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,1108.73,,,94,,,11.8,,,1214.8,,,96,,,12.65,,
2025-01-03,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,Dine In,Non HD,Others,1633.76,,,95,,,17.2,,,778.11,,,50,,,15.56,,
2025-04-26,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1794.42,,,124,,,14.47,,,1382.77,,,97,,,14.26,,
2025-05-16,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1917.42,,,158,,,12.14,,,1266.42,,,91,,,13.92,,
2025-07-22,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1029.13,,,98,,,10.5,,,811.95,,,63,,,12.89,,
2025-08-19,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1293.02,,,114,,,11.34,,,805.14,,,63,,,12.78,,
2024-03-20,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2170.11,,,188,,,11.54,,,2695.15,,,188,,,14.34,,
2024-04-13,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3285.72,,,207,,,15.87,,,3188.25,,,227,,,14.05,,
2023-12-31,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3719.04,,,246,,,15.12,,,1754.67,,,179,,,9.8,,
2024-03-15,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2583.59,,,192,,,13.46,,,2955.08,,,201,,,14.7,,
2024-03-10,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2548.21,,,198,,,12.87,,,3915.54,,,282,,,13.88,,
2024-02-05,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1882.61,,,155,,,12.15,,,1889.75,,,154,,,12.27,,
2024-06-06,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2311.55,,,170,,,13.6,,,3142.63,,,211,,,14.89,,
2025-02-18,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,933.41,,,93,,,10.04,,,1273.16,,,97,,,13.13,,
2024-11-29,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1885.22,,,154,,,12.24,,,55.87,,,4,,,13.97,,
2025-03-27,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1151.14,,,103,,,11.18,,,921.57,,,68,,,13.55,,
2025-04-11,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1082.2,,,97,,,11.16,,,1233.12,,,89,,,13.86,,
2024-02-14,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1280.89,,,129,,,9.93,,,2963.65,,,192,,,15.44,,
2024-01-18,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2452.06,,,176,,,13.93,,,2706.71,,,188,,,14.4,,
2024-03-05,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3298.63,,,239,,,13.8,,,3259.31,,,222,,,14.68,,
2024-06-18,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2718.05,,,174,,,15.62,,,3543.36,,,246,,,14.4,,
2024-09-20,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1229.14,,,98,,,12.54,,,2241.57,,,170,,,13.19,,
2024-11-30,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1249.75,,,100,,,12.5,,,59.62,,,5,,,11.92,,
2025-06-21,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1737.9,,,124,,,14.02,,,1357.37,,,95,,,14.29,,
2025-08-16,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1071.4,,,96,,,11.16,,,1155.92,,,77,,,15.01,,
2024-01-09,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1529.0,,,134,,,11.41,,,1407.59,,,112,,,12.57,,
2024-03-08,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3452.73,,,239,,,14.45,,,4174.3,,,284,,,14.7,,
2025-06-07,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,2731.68,,,188,,,14.53,,,1252.71,,,91,,,13.77,,
2023-05-20,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2894.62,,,190,,,15.23,,,1280.52,,,156,,,8.21,,
2024-02-11,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,4243.9,,,277,,,15.32,,,3012.73,,,214,,,14.08,,
2024-02-11,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2994.97,,,253,,,11.84,,,2575.05,,,204,,,12.62,,
2024-01-20,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,3250.82,,,230,,,14.13,,,3485.87,,,244,,,14.29,,
2024-03-18,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,1882.25,,,147,,,12.8,,,2432.79,,,171,,,14.23,,
2024-03-18,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1191.42,,,104,,,11.46,,,1407.77,,,111,,,12.68,,
2024-03-30,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2562.42,,,184,,,13.93,,,3268.66,,,226,,,14.46,,
2024-03-07,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2873.75,,,209,,,13.75,,,3518.26,,,239,,,14.72,,
2025-05-28,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1127.86,,,105,,,10.74,,,997.14,,,77,,,12.95,,
2025-07-19,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1446.92,,,128,,,11.3,,,1160.52,,,77,,,15.07,,
2024-01-19,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2478.07,,,162,,,15.3,,,3263.17,,,225,,,14.5,,
2024-01-19,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2504.14,,,206,,,12.16,,,2789.11,,,215,,,12.97,,
2024-01-31,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2317.89,,,189,,,12.26,,,2252.27,,,177,,,12.72,,
2024-03-17,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2606.08,,,185,,,14.09,,,2926.22,,,207,,,14.14,,
2024-04-10,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2684.04,,,177,,,15.16,,,2942.68,,,209,,,14.08,,
2024-03-06,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2416.99,,,190,,,12.72,,,2573.4,,,299,,,8.61,,
2024-06-09,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2963.94,,,224,,,13.23,,,3498.04,,,251,,,13.94,,
2025-01-11,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1761.88,,,122,,,14.44,,,1300.3,,,92,,,14.13,,
2025-08-28,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,965.48,,,95,,,10.16,,,911.3,,,69,,,13.21,,
2025-09-23,135112,ISLE BEACH TOWER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1303.38,,,101,,,12.9,,,353.17,,,30,,,11.77,,
2024-03-24,135102,DUBAI MALL LOWER GROUND FLOOR,UAE,4,Peets Coffee,Dine In,Non HD,Others,2717.57,,,194,,,14.01,,,3012.64,,,211,,,14.28,,
2024-01-21,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2868.12,,,199,,,14.41,,,2637.44,,,213,,,12.38,,
2024-02-02,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2835.27,,,247,,,11.48,,,2665.12,,,206,,,12.94,,
2025-01-03,135114,DUBAI MALL KK CO,UAE,4,Peets Coffee,Dine In,Non HD,Others,757.17,,,85,,,8.91,,,728.95,,,66,,,11.04,,
2025-06-22,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1793.11,,,138,,,12.99,,,1118.27,,,83,,,13.47,,
2025-09-14,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,2041.54,,,121,,,16.87,,,978.83,,,69,,,14.19,,
2025-04-17,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,958.58,,,83,,,11.55,,,1397.24,,,104,,,13.44,,
2025-07-30,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,800.67,,,83,,,9.65,,,838.24,,,61,,,13.74,,
2025-02-24,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,978.33,,,83,,,11.79,,,1147.47,,,87,,,13.19,,
2024-11-19,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,827.76,,,83,,,9.97,,,1228.44,,,98,,,12.54,,
2025-09-06,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1000.27,,,83,,,12.05,,,1126.02,,,76,,,14.82,,
2025-02-07,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,995.81,,,83,,,12.0,,,1139.91,,,79,,,14.43,,
2024-05-10,135110,JUMEIRAH BEACH RESIDENCE,UAE,4,Peets Coffee,Dine In,Non HD,Others,1233.33,,,83,,,14.86,,,2706.36,,,215,,,12.59,,
2025-09-11,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1367.48,,,83,,,16.48,,,833.25,,,61,,,13.66,,
2024-01-31,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,954.39,,,83,,,11.5,,,1373.09,,,97,,,14.16,,
2025-09-18,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1393.34,,,82,,,16.99,,,833.25,,,62,,,13.44,,
2025-05-14,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,956.54,,,82,,,11.67,,,877.77,,,66,,,13.3,,
2025-02-23,135116,PEETS AL SEEF,UAE,4,Peets Coffee,Dine In,Non HD,Others,987.14,,,82,,,12.04,,,760.7,,,54,,,14.09,,
2025-01-04,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,913.28,,,82,,,11.14,,,1204.54,,,81,,,14.87,,
2024-11-07,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,956.62,,,82,,,11.67,,,1461.59,,,107,,,13.66,,
2025-04-02,135112,ISLE BEACH TOWER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1272.66,,,82,,,15.52,,,492.43,,,38,,,12.96,,
2024-01-16,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1239.95,,,82,,,15.12,,,1398.59,,,112,,,12.49,,
2024-11-20,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,934.18,,,82,,,11.39,,,37.46,,,3,,,12.49,,
2025-09-27,135112,ISLE BEACH TOWER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1003.74,,,82,,,12.24,,,586.26,,,44,,,13.32,,
2025-03-19,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,799.94,,,82,,,9.76,,,1065.98,,,78,,,13.67,,
2024-11-08,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1090.76,,,86,,,12.68,,,49.5,,,4,,,12.37,,
2024-11-04,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,888.53,,,86,,,10.33,,,1365.73,,,106,,,12.88,,
2024-12-11,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,887.34,,,86,,,10.32,,,1169.98,,,102,,,11.47,,
2024-11-12,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,1043.09,,,86,,,12.13,,,1245.62,,,98,,,12.71,,
2025-04-05,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1035.75,,,86,,,12.04,,,1434.39,,,98,,,14.64,,
2025-01-31,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1020.32,,,86,,,11.86,,,1226.91,,,89,,,13.79,,
2025-07-30,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,980.11,,,86,,,11.4,,,902.55,,,69,,,13.08,,
2025-08-02,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1068.66,,,86,,,12.43,,,1300.58,,,91,,,14.29,,
2025-06-24,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1016.13,,,86,,,11.82,,,891.03,,,71,,,12.55,,
2024-01-18,135104,DUBAI HILLS MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1048.19,,,86,,,12.19,,,2313.49,,,180,,,12.85,,
2025-10-28,135130,PEETS NATION MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,653.76,,,86,,,7.6,,,1251.0,,,93,,,13.45,,
2025-02-17,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,852.08,,,79,,,10.79,,,1147.47,,,87,,,13.19,,
2025-01-05,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,1280.09,,,79,,,16.2,,,1470.3,,,104,,,14.14,,
2025-04-27,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1091.26,,,79,,,13.81,,,1096.41,,,77,,,14.24,,
2025-07-03,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,967.41,,,79,,,12.25,,,853.47,,,62,,,13.77,,
2025-01-19,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,805.96,,,79,,,10.2,,,964.43,,,68,,,14.18,,
2025-02-27,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,965.21,,,79,,,12.22,,,1412.67,,,104,,,13.58,,
2025-09-09,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1235.25,,,79,,,15.64,,,769.08,,,58,,,13.26,,
2025-07-17,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,752.14,,,79,,,9.52,,,877.67,,,66,,,13.3,,
2024-11-18,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,869.16,,,79,,,11.0,,,1221.56,,,96,,,12.72,,
2025-03-06,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,816.04,,,79,,,10.33,,,964.23,,,73,,,13.21,,
2025-01-01,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,1658.81,,,79,,,21.0,,,1708.5,,,107,,,15.97,,
2025-07-09,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,894.83,,,79,,,11.33,,,850.41,,,66,,,12.89,,
2024-10-21,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,798.28,,,79,,,10.1,,,1471.79,,,116,,,12.69,,
2025-01-09,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,1015.31,,,87,,,11.67,,,1407.84,,,105,,,13.41,,
2025-07-14,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,801.29,,,87,,,9.21,,,681.38,,,51,,,13.36,,
2025-02-01,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1083.41,,,87,,,12.45,,,1429.09,,,99,,,14.44,,
2025-08-04,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,888.25,,,87,,,10.21,,,731.88,,,55,,,13.31,,
2024-10-12,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1031.87,,,87,,,11.86,,,2565.53,,,201,,,12.76,,
2024-10-14,135100,CITY WALK,UAE,4,Peets Coffee,Dine In,Non HD,Others,919.53,,,87,,,10.57,,,1498.46,,,116,,,12.92,,
2025-08-13,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1081.14,,,87,,,12.43,,,843.29,,,66,,,12.78,,
2025-10-13,135127,PEETS LOFTS BOULEVARD,UAE,4,Peets Coffee,Dine In,Non HD,Others,1306.95,,,87,,,15.02,,,1253.87,,,98,,,12.79,,
2024-03-19,135103,DUBAI MARINA MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,985.63,,,87,,,11.33,,,1451.54,,,115,,,12.62,,
2025-06-18,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,878.41,,,87,,,10.1,,,922.69,,,73,,,12.64,,
2025-05-13,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1070.19,,,87,,,12.3,,,914.19,,,72,,,12.7,,
2025-04-03,135112,ISLE BEACH TOWER,UAE,4,Peets Coffee,Dine In,Non HD,Others,1166.72,,,87,,,13.41,,,502.34,,,39,,,12.88,,
2025-07-24,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,832.22,,,80,,,10.4,,,815.13,,,59,,,13.82,,
2025-09-16,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1249.6,,,80,,,15.62,,,769.08,,,59,,,13.04,,
2025-01-29,135118,PEETS MEADOWS TOWN CENTRE,UAE,4,Peets Coffee,Dine In,Non HD,Others,975.59,,,80,,,12.19,,,1244.39,,,93,,,13.38,,
2025-09-12,135125,PEETS MADINATI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1351.62,,,80,,,16.9,,,1107.04,,,77,,,14.38,,
2025-03-28,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,963.57,,,80,,,12.04,,,1086.74,,,78,,,13.93,,
2023-05-22,135101,FASHION AVENUE DUBAI MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,1233.62,,,80,,,15.42,,,810.09,,,115,,,7.04,,
2025-05-26,135123,REEM MALL,UAE,4,Peets Coffee,Dine In,Non HD,Others,822.28,,,80,,,10.28,,,764.48,,,57,,,13.41,,
2025-07-02,135106,MIRDIF CITY CENTER,UAE,4,Peets Coffee,Dine In,Non HD,Others,993.61,,,80,,,12.42,,,902.55,,,70,,,12.89,,
